MissionID,Algorithm,DroneCount,Deadline,IgnoredRegions,TotalScore,Completeness,TimeEfficiency,CoverageScore,RedundantPenalty,LatestDetTime,AvgDetTime,MedDetTime,FiresDetected,TotalFires,TotalDetections,AreaCoverage
225,VORONOI_SEARCH,3,600.0,0,64.99,42.5,18.05,9.08,-4.64,600.0,299.33,278.86,34,40,246,90.8
226,VORONOI_SEARCH,3,600.0,0,68.92,43.75,21.66,9.34,-5.83,600.0,245.0,207.03,35,40,341,93.4
227,VORONOI_SEARCH,3,600.0,0,69.79,42.5,23.54,9.08,-5.33,600.0,227.64,154.81,34,40,293,90.83
228,VORONOI_SEARCH,3,600.0,0,67.84,42.5,21.59,8.87,-5.12,600.0,266.09,181.48,34,40,278,88.65
229,VORONOI_SEARCH,3,600.0,0,64.82,42.5,19.0,8.96,-5.64,600.0,285.94,258.88,34,40,316,89.6
230,VORONOI_SEARCH,3,600.0,0,63.34,40.0,19.96,8.95,-5.56,600.0,271.42,239.83,32,40,292,89.46
231,VORONOI_SEARCH,3,600.0,0,64.9,42.5,17.81,9.04,-4.45,600.0,318.04,263.48,34,40,234,90.37
232,VORONOI_SEARCH,3,600.0,0,66.33,41.25,21.76,8.79,-5.47,600.0,257.84,185.96,33,40,294,87.92
233,VORONOI_SEARCH,3,600.0,0,67.84,41.25,22.1,8.79,-4.29,600.0,259.55,169.95,33,40,218,87.86
234,VORONOI_SEARCH,3,600.0,0,65.04,42.5,19.14,8.75,-5.36,600.0,283.78,255.89,34,40,295,87.51
235,VORONOI_SEARCH,3,600.0,0,63.65,38.75,21.63,8.75,-5.48,600.0,270.39,174.37,31,40,277,87.48
236,VORONOI_SEARCH,3,600.0,0,68.41,41.25,23.77,8.96,-5.57,600.0,231.72,140.24,33,40,302,89.62
237,VORONOI_SEARCH,3,600.0,0,64.74,42.5,18.17,9.15,-5.08,600.0,280.46,299.12,34,40,275,91.45
238,VORONOI_SEARCH,3,600.0,0,69.0,43.75,20.7,9.05,-4.5,600.0,257.05,229.1,35,40,244,90.47
239,VORONOI_SEARCH,3,600.0,0,63.69,40.0,19.61,8.73,-4.65,600.0,295.16,222.09,32,40,232,87.32
240,VORONOI_SEARCH,3,600.0,0,74.35,48.75,21.74,9.07,-5.22,600.0,238.65,212.05,39,40,327,90.74
241,VORONOI_SEARCH,3,600.0,0,71.31,46.25,21.29,9.0,-5.23,600.0,245.58,221.13,37,40,311,90.04
242,VORONOI_SEARCH,3,600.0,0,73.57,45.0,24.3,9.14,-4.87,600.0,214.74,141.79,36,40,276,91.35
243,VORONOI_SEARCH,3,600.0,0,71.91,46.25,21.68,9.09,-5.11,600.0,246.95,203.62,37,40,302,90.95
244,VORONOI_SEARCH,3,600.0,0,76.11,47.5,24.11,9.35,-4.85,600.0,205.93,160.97,38,40,290,93.48
245,VORONOI_SEARCH,3,600.0,0,67.67,43.75,20.15,8.88,-5.12,600.0,266.22,238.87,35,40,286,88.81
246,VORONOI_SEARCH,3,600.0,0,72.25,45.0,23.72,9.15,-5.63,600.0,211.65,168.85,36,40,334,91.55
247,VORONOI_SEARCH,3,600.0,0,72.06,45.0,22.91,8.97,-4.82,600.0,230.43,176.47,36,40,273,89.73
248,VORONOI_SEARCH,3,600.0,0,66.8,43.75,19.33,9.05,-5.34,600.0,276.49,258.0,35,40,302,90.54
249,VORONOI_SEARCH,3,600.0,0,64.06,42.5,16.87,9.2,-4.51,600.0,326.44,289.99,34,40,238,92.05
250,VORONOI_SEARCH,3,600.0,0,71.76,46.25,21.68,9.09,-5.27,600.0,242.99,208.65,37,40,314,90.95
251,VORONOI_SEARCH,3,600.0,0,69.01,43.75,21.05,9.01,-4.8,600.0,261.5,209.21,35,40,264,90.12
252,VORONOI_SEARCH,3,600.0,0,68.99,45.0,20.78,8.86,-5.64,600.0,263.78,217.1,36,40,335,88.56
253,VORONOI_SEARCH,3,600.0,0,50.11,32.5,13.89,8.6,-4.88,600.0,350.54,376.88,26,40,200,85.97
254,VORONOI_SEARCH,3,600.0,0,68.28,41.25,23.44,8.65,-5.06,600.0,245.99,134.29,33,40,266,86.47
255,VORONOI_SEARCH,3,600.0,0,74.19,47.5,22.32,9.15,-4.78,600.0,234.48,194.43,38,40,285,91.47
256,VORONOI_SEARCH,3,600.0,0,73.0,45.0,23.51,8.76,-4.28,600.0,222.81,162.36,36,40,237,87.65
257,VORONOI_SEARCH,3,600.0,0,68.29,43.75,20.96,8.98,-5.39,600.0,257.67,218.15,35,40,306,89.75
258,VORONOI_SEARCH,3,600.0,0,74.07,47.5,22.05,9.15,-4.63,600.0,238.15,200.6,38,40,274,91.49
259,VORONOI_SEARCH,3,600.0,0,74.75,48.75,21.81,9.04,-4.85,600.0,258.04,183.54,39,40,298,90.41
260,VORONOI_SEARCH,3,600.0,0,70.57,45.0,20.48,9.11,-4.02,600.0,265.67,226.72,36,40,221,91.1
261,VORONOI_SEARCH,3,600.0,0,67.39,43.75,19.7,9.19,-5.24,600.0,281.32,236.84,35,40,295,91.86
262,VORONOI_SEARCH,3,600.0,0,66.11,41.25,21.56,8.89,-5.59,600.0,263.36,186.46,33,40,303,88.88
263,VORONOI_SEARCH,3,600.0,0,66.09,41.25,20.28,9.04,-4.48,600.0,287.3,205.58,33,40,229,90.39
264,VORONOI_SEARCH,3,600.0,0,73.27,47.5,21.34,9.06,-4.63,600.0,244.41,220.66,38,40,274,90.62
265,VORONOI_SEARCH,3,600.0,0,71.02,45.0,21.46,9.01,-4.45,600.0,259.5,195.64,36,40,248,90.14
266,VORONOI_SEARCH,3,600.0,0,70.98,45.0,22.61,8.84,-5.47,600.0,239.46,176.37,36,40,321,88.44
267,VORONOI_SEARCH,3,600.0,0,66.32,43.75,19.6,8.32,-5.35,600.0,277.77,245.73,35,40,303,83.21
268,TMSTC_STAR,9,600.0,0,92.28,50.0,37.84,9.91,-5.47,263.62,97.42,93.01,40,40,357,99.13
269,TMSTC_STAR,9,600.0,0,87.98,50.0,34.48,9.95,-6.45,354.47,122.39,103.23,40,40,454,99.5
270,TMSTC_STAR,9,600.0,0,94.5,50.0,40.51,9.58,-5.58,235.4,71.08,49.53,40,40,367,95.81
271,TMSTC_STAR,9,600.0,0,83.5,50.0,28.51,9.65,-4.66,347.98,214.36,225.88,40,40,291,96.55
272,TMSTC_STAR,9,600.0,0,94.85,50.0,40.51,9.55,-5.2,227.12,76.7,50.28,40,40,334,95.5
273,TMSTC_STAR,9,600.0,0,92.51,50.0,38.05,9.91,-5.45,259.42,101.3,83.55,40,40,355,99.09
274,TMSTC_STAR,9,600.0,0,82.86,50.0,30.82,9.94,-7.89,463.42,138.81,118.78,40,40,663,99.38
275,TMSTC_STAR,9,600.0,0,90.42,50.0,36.64,9.97,-6.19,336.65,90.89,76.4,40,40,426,99.69
276,TMSTC_STAR,9,600.0,0,92.14,50.0,37.25,9.91,-5.02,262.49,116.26,92.67,40,40,319,99.13
277,TMSTC_STAR,9,600.0,0,80.43,50.0,28.58,9.96,-8.11,578.93,132.29,101.63,40,40,706,99.59
278,TMSTC_STAR,9,600.0,0,91.68,50.0,37.32,9.9,-5.54,277.5,105.14,89.53,40,40,363,99.04
279,TMSTC_STAR,9,600.0,0,94.02,50.0,38.68,9.77,-4.43,249.45,94.3,77.59,40,40,274,97.72
280,TMSTC_STAR,9,600.0,0,90.55,50.0,36.25,9.97,-5.67,301.54,111.4,100.03,40,40,375,99.71
281,TMSTC_STAR,9,600.0,0,93.9,50.0,39.21,9.41,-4.73,220.29,87.84,94.15,40,40,296,94.11
282,TMSTC_STAR,9,600.0,0,93.46,50.0,38.72,9.92,-5.18,263.44,90.45,66.99,40,40,332,99.21
283,TMSTC_STAR,9,600.0,0,84.0,50.0,32.14,9.91,-8.05,485.42,113.36,77.93,40,40,693,99.05
284,TMSTC_STAR,9,600.0,0,92.99,50.0,38.32,9.91,-5.24,260.46,95.31,79.58,40,40,337,99.09
285,TMSTC_STAR,9,600.0,0,73.83,48.75,24.24,9.89,-9.05,600.0,190.19,176.93,39,40,956,98.88
286,TMSTC_STAR,9,600.0,0,87.31,50.0,34.34,9.85,-6.87,380.1,115.67,91.99,40,40,505,98.46
287,TMSTC_STAR,9,600.0,0,82.28,50.0,30.01,9.98,-7.71,489.41,158.5,99.03,40,40,629,99.77
288,TMSTC_STAR,9,600.0,0,93.71,50.0,39.64,9.4,-5.32,238.29,82.57,65.94,40,40,344,93.96
289,TMSTC_STAR,9,600.0,0,91.92,50.0,37.75,9.82,-5.65,281.75,96.48,79.53,40,40,373,98.17
290,TMSTC_STAR,9,600.0,0,82.5,50.0,31.1,9.99,-8.59,555.73,98.23,69.39,40,40,823,99.9
291,TMSTC_STAR,9,600.0,0,89.57,50.0,36.77,9.9,-7.09,343.8,90.8,64.5,40,40,534,98.98
292,TMSTC_STAR,9,600.0,0,85.78,50.0,33.22,9.96,-7.41,459.33,111.15,63.5,40,40,580,99.59
293,TMSTC_STAR,9,600.0,0,85.73,50.0,32.76,9.97,-7.0,419.13,128.01,99.66,40,40,522,99.71
294,TMSTC_STAR,9,600.0,0,88.99,50.0,35.7,9.96,-6.66,347.75,106.81,82.02,40,40,479,99.61
295,TMSTC_STAR,9,600.0,0,90.13,50.0,36.64,9.78,-6.29,310.52,104.66,84.49,40,40,437,97.84
296,TMSTC_STAR,9,600.0,0,83.76,50.0,31.35,9.99,-7.58,509.48,116.97,80.5,40,40,608,99.86
297,TMSTC_STAR,9,600.0,0,88.49,50.0,34.56,9.95,-6.01,344.85,119.68,113.3,40,40,408,99.52
298,TMSTC_STAR,9,600.0,0,93.16,50.0,37.86,9.63,-4.33,222.26,113.38,112.27,40,40,267,96.29
299,TMSTC_STAR,9,600.0,0,92.28,50.0,37.71,9.86,-5.3,273.33,106.71,75.92,40,40,342,98.65
300,TMSTC_STAR,9,600.0,0,89.0,50.0,35.76,9.89,-6.65,331.74,104.37,98.69,40,40,478,98.94
301,TMSTC_STAR,9,600.0,0,91.53,50.0,38.0,9.81,-6.28,283.52,92.2,73.56,40,40,436,98.13
302,TMSTC_STAR,9,600.0,0,95.95,50.0,41.08,9.51,-4.65,196.99,72.96,62.38,40,40,290,95.12
303,TMSTC_STAR,9,600.0,0,91.33,50.0,37.5,9.88,-6.04,322.6,90.5,56.87,40,40,411,98.8
304,TMSTC_STAR,9,600.0,0,91.61,50.0,38.1,9.89,-6.38,302.4,87.23,57.3,40,40,446,98.88
305,TMSTC_STAR,9,600.0,0,89.51,50.0,35.96,9.94,-6.39,321.74,105.47,99.22,40,40,448,99.4
306,TMSTC_STAR,9,600.0,0,88.51,50.0,34.89,9.97,-6.35,351.71,118.16,95.05,40,40,443,99.71
307,TMSTC_STAR,9,600.0,0,88.64,50.0,34.88,9.92,-6.15,370.86,109.89,87.56,40,40,422,99.19
308,TMSTC_STAR,9,600.0,0,91.19,50.0,37.67,9.9,-6.37,307.65,91.64,63.55,40,40,445,98.96
309,TMSTC_STAR,9,600.0,0,94.08,50.0,39.8,9.78,-5.5,240.31,81.61,58.96,40,40,359,97.82
310,TMSTC_STAR,9,600.0,0,91.23,50.0,37.16,9.73,-5.66,279.31,100.63,99.99,40,40,374,97.3
311,TMSTC_STAR,9,600.0,0,94.54,50.0,39.55,9.62,-4.62,230.27,89.44,68.52,40,40,288,96.16
312,TMSTC_STAR,9,600.0,0,89.77,50.0,36.1,9.91,-6.24,350.84,97.48,75.08,40,40,431,99.07
313,TMSTC_STAR,9,600.0,0,92.46,50.0,38.12,9.59,-5.24,227.26,101.9,112.23,40,40,337,95.85
314,TMSTC_STAR,9,600.0,0,89.91,50.0,36.45,9.84,-6.39,325.5,101.29,81.4,40,40,447,98.44
315,TMSTC_STAR,9,600.0,0,76.84,48.75,26.49,9.99,-8.4,600.0,148.99,141.57,39,40,753,99.9
316,TMSTC_STAR,9,600.0,0,89.34,50.0,35.76,9.9,-6.31,340.74,107.97,85.0,40,40,439,98.98
317,TMSTC_STAR,9,600.0,0,93.18,50.0,39.27,9.81,-5.89,249.39,88.79,61.51,40,40,396,98.05
318,TMSTC_STAR,9,600.0,0,93.23,50.0,38.89,9.53,-5.18,239.2,92.82,81.48,40,40,332,95.25
319,TMSTC_STAR,9,600.0,0,90.51,50.0,36.48,9.97,-5.94,308.55,111.86,83.03,40,40,401,99.73
320,TMSTC_STAR,9,600.0,0,93.69,50.0,39.37,9.75,-5.43,232.24,86.69,77.53,40,40,353,97.51
321,TMSTC_STAR,9,600.0,0,90.98,50.0,36.93,9.89,-5.84,298.69,103.54,85.97,40,40,391,98.88
322,TMSTC_STAR,9,600.0,0,87.62,50.0,34.57,9.98,-6.93,372.76,119.92,84.44,40,40,513,99.85
323,TMSTC_STAR,9,600.0,0,90.83,50.0,37.24,9.7,-6.11,295.58,103.74,76.59,40,40,418,97.03
324,TMSTC_STAR,9,600.0,0,90.75,50.0,36.8,9.81,-5.85,275.34,104.42,113.59,40,40,392,98.07
325,TMSTC_STAR,9,600.0,0,85.22,50.0,32.44,9.95,-7.17,433.41,116.1,114.31,40,40,545,99.52
326,TMSTC_STAR,9,600.0,0,90.02,50.0,36.92,9.81,-6.7,331.68,93.49,66.94,40,40,484,98.09
327,TMSTC_STAR,9,600.0,0,88.65,50.0,34.86,9.91,-6.12,345.1,111.98,111.02,40,40,419,99.11
328,TMSTC_STAR,9,600.0,0,87.07,50.0,34.27,9.97,-7.17,385.84,118.91,84.95,40,40,545,99.73
329,TMSTC_STAR,9,600.0,0,88.48,50.0,35.16,9.87,-6.55,324.66,113.81,117.22,40,40,466,98.69
330,TMSTC_STAR,9,600.0,0,89.4,50.0,36.2,9.97,-6.77,355.82,93.79,71.03,40,40,492,99.69
331,TMSTC_STAR,9,600.0,0,88.39,50.0,35.93,9.91,-7.45,377.13,95.76,57.92,40,40,586,99.09
332,TMSTC_STAR,9,600.0,0,84.23,50.0,30.94,9.95,-6.66,416.95,151.28,143.69,40,40,479,99.5
333,TMSTC_STAR,9,600.0,0,88.96,50.0,34.83,9.96,-5.83,322.99,129.88,110.77,40,40,390,99.63
334,TMSTC_STAR,9,600.0,0,78.91,48.75,28.7,9.99,-8.54,600.0,132.96,74.59,39,40,790,99.94
335,TMSTC_STAR,9,600.0,0,83.81,50.0,30.89,9.96,-7.04,433.06,146.7,135.7,40,40,527,99.63
336,TMSTC_STAR,9,600.0,0,90.41,50.0,37.15,9.82,-6.56,317.67,86.81,80.58,40,40,467,98.22
337,TMSTC_STAR,9,600.0,0,90.34,50.0,36.62,9.67,-5.95,304.54,112.53,80.51,40,40,402,96.7
338,TMSTC_STAR,9,600.0,0,82.44,50.0,29.87,9.94,-7.37,506.6,140.08,111.78,40,40,575,99.42
339,TMSTC_STAR,9,600.0,0,86.01,50.0,33.19,9.98,-7.17,413.26,124.07,93.54,40,40,545,99.83
340,TMSTC_STAR,9,600.0,0,91.39,50.0,37.57,9.84,-6.02,297.42,95.06,72.88,40,40,409,98.42
341,TMSTC_STAR,9,600.0,0,90.41,50.0,36.44,9.97,-6.0,296.5,106.7,103.61,40,40,407,99.71
342,TMSTC_STAR,9,600.0,0,90.06,50.0,36.47,9.86,-6.27,328.58,100.59,78.44,40,40,434,98.59
343,TMSTC_STAR,9,600.0,0,94.63,50.0,40.41,9.46,-5.23,219.25,73.08,67.05,40,40,336,94.56
344,TMSTC_STAR,9,600.0,0,91.4,50.0,37.56,9.63,-5.79,285.53,95.11,85.12,40,40,386,96.29
345,TMSTC_STAR,9,600.0,0,89.18,50.0,35.27,9.85,-5.93,309.66,122.88,115.78,40,40,400,98.48
346,TMSTC_STAR,9,600.0,0,85.19,50.0,32.76,9.97,-7.55,441.21,121.41,86.58,40,40,602,99.75
347,TMSTC_STAR,9,600.0,0,92.46,50.0,38.67,9.6,-5.81,260.38,83.53,81.57,40,40,388,96.01
348,TMSTC_STAR,9,600.0,0,88.9,50.0,35.58,9.94,-6.62,344.96,106.13,90.28,40,40,474,99.42
349,TMSTC_STAR,9,600.0,0,93.15,50.0,38.33,9.66,-4.84,237.31,100.72,95.17,40,40,305,96.6
350,TMSTC_STAR,9,600.0,0,94.33,50.0,39.87,9.76,-5.3,243.28,81.45,53.39,40,40,342,97.61
351,TMSTC_STAR,9,600.0,0,91.42,50.0,37.63,9.77,-5.97,278.41,99.62,83.52,40,40,404,97.66
352,TMSTC_STAR,9,600.0,0,87.16,50.0,34.63,9.95,-7.41,393.37,109.57,75.4,40,40,581,99.46
353,TMSTC_STAR,9,600.0,0,91.4,50.0,37.44,9.9,-5.93,311.57,94.89,64.43,40,40,400,99.02
354,TMSTC_STAR,9,600.0,0,93.51,50.0,38.4,9.83,-4.73,256.38,94.02,82.09,40,40,296,98.3
355,TMSTC_STAR,9,600.0,0,89.25,50.0,35.99,9.98,-6.72,345.82,105.48,74.06,40,40,486,99.79
356,TMSTC_STAR,9,600.0,0,82.14,50.0,28.07,9.97,-5.9,404.28,204.97,199.58,40,40,397,99.69
357,TMSTC_STAR,9,600.0,0,92.57,50.0,38.65,9.87,-5.95,280.54,85.42,59.53,40,40,402,98.75
358,TMSTC_STAR,9,600.0,0,91.1,50.0,37.93,9.92,-6.75,317.57,78.28,60.9,40,40,489,99.19
359,TMSTC_STAR,9,600.0,0,86.57,50.0,32.74,9.83,-5.99,329.6,148.24,163.33,40,40,406,98.3
360,TMSTC_STAR,9,600.0,0,87.72,50.0,34.59,9.93,-6.8,378.02,111.27,90.17,40,40,496,99.32
361,TMSTC_STAR,9,600.0,0,89.86,50.0,35.91,9.94,-5.98,326.59,114.51,84.48,40,40,405,99.36
362,TMSTC_STAR,9,600.0,0,93.96,50.0,39.5,9.72,-5.26,243.29,81.15,68.49,40,40,339,97.2
363,TMSTC_STAR,9,600.0,0,88.04,50.0,34.98,9.98,-6.92,383.23,99.33,85.12,40,40,511,99.81
364,TMSTC_STAR,9,600.0,0,91.65,50.0,36.97,9.91,-5.23,302.47,107.85,74.95,40,40,336,99.11
365,TMSTC_STAR,9,600.0,0,93.18,50.0,39.11,9.49,-5.43,252.32,84.93,69.99,40,40,353,94.92
366,TMSTC_STAR,9,600.0,0,90.31,50.0,36.59,9.98,-6.26,310.57,100.01,92.58,40,40,433,99.77
367,TMSTC_STAR,9,600.0,0,91.22,50.0,37.74,9.87,-6.39,310.62,87.5,62.99,40,40,448,98.73
368,VORONOI_SEARCH,9,600.0,0,85.57,50.0,32.81,9.95,-7.2,483.63,96.24,75.49,40,40,549,99.54
369,VORONOI_SEARCH,9,600.0,0,92.98,50.0,39.34,9.68,-6.03,269.28,76.05,55.81,40,40,410,96.8
370,VORONOI_SEARCH,9,600.0,0,89.31,50.0,36.19,9.84,-6.72,386.86,83.72,53.83,40,40,486,98.4
371,VORONOI_SEARCH,9,600.0,0,80.78,48.75,30.48,9.98,-8.42,600.0,90.36,60.5,39,40,758,99.77
372,VORONOI_SEARCH,9,600.0,0,92.41,50.0,38.17,9.95,-5.72,308.44,81.8,55.78,40,40,379,99.54
373,VORONOI_SEARCH,9,600.0,0,88.02,50.0,35.19,9.94,-7.11,409.34,84.08,71.02,40,40,537,99.44
374,VORONOI_SEARCH,9,600.0,0,86.46,50.0,34.42,9.94,-7.91,472.39,79.65,44.42,40,40,666,99.42
375,VORONOI_SEARCH,9,600.0,0,95.5,50.0,40.4,9.74,-4.63,232.23,72.37,55.41,40,40,289,97.38
376,VORONOI_SEARCH,9,600.0,0,90.6,50.0,36.56,9.99,-5.94,320.16,103.51,79.57,40,40,401,99.86
377,VORONOI_SEARCH,9,600.0,0,83.74,50.0,31.69,9.99,-7.94,571.87,79.14,55.0,40,40,671,99.86
378,VORONOI_SEARCH,9,600.0,0,96.73,50.0,41.6,9.65,-4.53,198.0,66.74,48.81,40,40,281,96.51
379,VORONOI_SEARCH,9,600.0,0,88.58,50.0,35.51,9.96,-6.9,408.11,85.13,57.97,40,40,508,99.63
380,VORONOI_SEARCH,9,600.0,0,91.96,50.0,38.24,9.93,-6.21,315.56,68.08,63.88,40,40,428,99.27
381,VORONOI_SEARCH,9,600.0,0,91.08,50.0,37.65,9.95,-6.52,302.55,84.36,79.01,40,40,462,99.54
382,VORONOI_SEARCH,9,600.0,0,92.75,50.0,38.58,9.74,-5.56,292.75,79.0,58.92,40,40,365,97.38
383,VORONOI_SEARCH,9,600.0,0,91.26,50.0,37.54,9.91,-6.19,297.48,97.82,70.41,40,40,426,99.13
384,VORONOI_SEARCH,9,600.0,0,95.11,50.0,40.14,9.81,-4.84,228.23,83.02,55.41,40,40,305,98.13
385,VORONOI_SEARCH,9,600.0,0,92.4,50.0,38.46,9.89,-5.95,268.34,92.05,70.43,40,40,402,98.9
386,VORONOI_SEARCH,9,600.0,0,92.34,50.0,38.7,9.91,-6.27,292.83,75.48,58.49,40,40,435,99.09
387,VORONOI_SEARCH,9,600.0,0,94.41,50.0,40.32,9.78,-5.69,237.23,70.4,55.91,40,40,377,97.76
388,VORONOI_SEARCH,9,600.0,0,91.79,50.0,37.9,9.74,-5.84,278.4,95.83,77.98,40,40,391,97.36
389,VORONOI_SEARCH,9,600.0,0,89.01,50.0,36.42,9.98,-7.39,396.96,66.88,56.89,40,40,578,99.77
390,VORONOI_SEARCH,9,600.0,0,93.97,50.0,39.31,9.74,-5.07,244.4,86.42,68.08,40,40,323,97.36
391,VORONOI_SEARCH,9,600.0,0,95.19,50.0,40.3,9.88,-4.98,242.18,67.95,55.35,40,40,316,98.82
392,VORONOI_SEARCH,9,600.0,0,92.86,50.0,38.8,9.9,-5.84,273.54,83.13,63.57,40,40,391,99.04
393,VORONOI_SEARCH,9,600.0,0,95.25,50.0,40.13,9.84,-4.73,239.22,75.09,55.35,40,40,296,98.44
394,VORONOI_SEARCH,9,600.0,0,96.61,50.0,41.7,9.5,-4.59,208.01,56.71,48.27,40,40,286,94.98
395,VORONOI_SEARCH,9,600.0,0,91.24,50.0,37.27,9.88,-5.9,312.85,86.98,80.55,40,40,397,98.8
396,VORONOI_SEARCH,9,600.0,0,78.25,47.5,29.27,9.97,-8.49,600.0,109.29,83.44,38,40,757,99.69
397,VORONOI_SEARCH,9,600.0,0,81.46,50.0,29.71,9.96,-8.21,569.74,111.99,92.55,40,40,729,99.61
398,VORONOI_SEARCH,9,600.0,0,80.45,48.75,30.55,9.97,-8.83,600.0,87.32,61.49,39,40,876,99.75
399,VORONOI_SEARCH,9,600.0,0,93.15,50.0,39.18,9.74,-5.77,249.23,81.44,74.93,40,40,384,97.39
400,VORONOI_SEARCH,9,600.0,0,90.94,50.0,37.6,9.95,-6.6,318.66,82.51,67.49,40,40,472,99.46
401,VORONOI_SEARCH,9,600.0,0,93.55,50.0,39.11,9.82,-5.38,282.54,75.73,51.97,40,40,349,98.17
402,VORONOI_SEARCH,9,600.0,0,91.12,50.0,36.91,9.93,-5.73,310.65,96.68,84.1,40,40,380,99.34
403,VORONOI_SEARCH,9,600.0,0,89.75,50.0,36.45,9.94,-6.65,376.82,83.76,53.32,40,40,477,99.4
404,VORONOI_SEARCH,9,600.0,0,92.92,50.0,37.99,9.85,-4.92,254.3,91.81,103.61,40,40,311,98.51
405,VORONOI_SEARCH,9,600.0,0,92.58,50.0,37.69,9.79,-4.9,256.4,103.88,97.65,40,40,309,97.9
406,VORONOI_SEARCH,9,600.0,0,94.19,50.0,39.63,9.87,-5.31,244.19,78.55,65.86,40,40,343,98.67
407,VORONOI_SEARCH,9,600.0,0,81.08,50.0,30.03,9.98,-8.93,562.42,109.68,90.0,40,40,935,99.77
408,VORONOI_SEARCH,9,600.0,0,95.6,50.0,40.8,9.36,-4.57,196.99,80.32,63.87,40,40,284,93.61
409,VORONOI_SEARCH,9,600.0,0,93.58,50.0,39.12,9.67,-5.2,244.39,85.72,76.62,40,40,334,96.66
410,VORONOI_SEARCH,9,600.0,0,95.75,50.0,41.86,9.35,-5.46,195.07,62.47,47.4,40,40,356,93.52
411,VORONOI_SEARCH,9,600.0,0,91.28,50.0,37.18,9.88,-5.78,331.62,85.03,67.9,40,40,385,98.8
412,VORONOI_SEARCH,9,600.0,0,95.48,50.0,41.16,9.43,-5.11,189.09,74.27,65.53,40,40,326,94.33
413,VORONOI_SEARCH,9,600.0,0,97.09,50.0,41.97,9.44,-4.32,185.09,64.15,50.47,40,40,266,94.38
414,VORONOI_SEARCH,9,600.0,0,93.81,50.0,38.94,9.87,-5.0,238.18,91.35,82.44,40,40,317,98.67
415,VORONOI_SEARCH,9,600.0,0,91.13,50.0,37.08,9.93,-5.88,311.0,95.48,78.41,40,40,395,99.34
416,VORONOI_SEARCH,9,600.0,0,80.53,48.75,30.15,9.97,-8.35,600.0,94.04,68.58,39,40,741,99.73
417,VORONOI_SEARCH,9,600.0,0,88.41,50.0,35.24,9.98,-6.82,363.93,102.22,90.14,40,40,498,99.85
418,VORONOI_SEARCH,9,600.0,0,93.51,50.0,39.08,9.87,-5.44,277.29,77.78,55.78,40,40,354,98.69
419,VORONOI_SEARCH,9,600.0,0,93.95,50.0,39.29,9.69,-5.02,233.14,84.7,82.46,40,40,319,96.85
420,VORONOI_SEARCH,9,600.0,0,79.16,48.75,28.99,9.97,-8.55,600.0,111.26,92.17,39,40,792,99.71
421,VORONOI_SEARCH,9,600.0,0,80.35,48.75,30.64,9.97,-9.01,600.0,89.82,54.83,39,40,939,99.73
422,VORONOI_SEARCH,9,600.0,0,93.38,50.0,38.91,9.91,-5.44,264.29,84.37,66.86,40,40,354,99.07
423,VORONOI_SEARCH,9,600.0,0,80.6,48.75,30.41,9.99,-8.56,600.0,86.95,67.57,39,40,794,99.9
424,VORONOI_SEARCH,9,600.0,0,90.47,50.0,36.51,9.93,-5.97,375.34,76.66,61.89,40,40,404,99.32
425,VORONOI_SEARCH,9,600.0,0,95.87,50.0,40.56,9.57,-4.26,207.44,78.47,65.52,40,40,262,95.66
426,VORONOI_SEARCH,9,600.0,0,89.99,50.0,36.76,9.87,-6.64,323.77,92.05,83.16,40,40,476,98.67
427,VORONOI_SEARCH,9,600.0,0,82.09,50.0,30.95,9.98,-8.84,564.11,89.34,78.85,40,40,902,99.83
428,VORONOI_SEARCH,9,600.0,0,94.72,50.0,39.97,9.86,-5.12,242.2,78.0,54.81,40,40,327,98.61
429,VORONOI_SEARCH,9,600.0,0,93.78,50.0,39.27,9.79,-5.28,231.13,89.01,79.42,40,40,340,97.92
430,VORONOI_SEARCH,9,600.0,0,91.1,50.0,37.43,9.95,-6.27,351.83,76.21,49.44,40,40,435,99.5
431,VORONOI_SEARCH,9,600.0,0,93.46,50.0,39.12,9.87,-5.53,268.48,79.32,61.0,40,40,362,98.73
432,VORONOI_SEARCH,9,600.0,0,90.5,50.0,37.1,9.93,-6.54,353.92,77.17,59.03,40,40,464,99.32
433,VORONOI_SEARCH,9,600.0,0,79.26,48.75,29.09,9.98,-8.56,600.0,116.23,81.4,39,40,796,99.81
434,VORONOI_SEARCH,9,600.0,0,95.06,50.0,40.37,9.6,-4.91,216.14,77.99,64.93,40,40,310,95.97
435,VORONOI_SEARCH,9,600.0,0,87.36,50.0,34.85,9.99,-7.48,400.93,98.23,73.92,40,40,591,99.86
436,VORONOI_SEARCH,9,600.0,0,80.5,48.75,31.01,9.97,-9.23,600.0,75.07,59.39,39,40,1041,99.75
437,VORONOI_SEARCH,9,600.0,0,91.66,50.0,37.97,9.9,-6.21,286.4,90.25,74.39,40,40,428,99.0
438,VORONOI_SEARCH,9,600.0,0,94.25,50.0,39.47,9.71,-4.92,227.17,85.29,80.49,40,40,311,97.07
439,VORONOI_SEARCH,9,600.0,0,94.34,50.0,39.66,9.63,-4.95,233.43,83.04,69.42,40,40,313,96.26
440,VORONOI_SEARCH,9,600.0,0,79.12,48.75,29.07,9.98,-8.68,600.0,107.86,93.52,39,40,828,99.83
